No,Process,Menu,BA Section,BA Sub-section,BA UI Field,BA Mandatory,BA Edit type (ESS),BA Edit type (admin),Section on screen?,Screen section (EN),Screen section (TH),Status,Matched UI label on screen,Note,Evidence screenshot
230,Maintain,Employment,compensation Information,Payroll Information,E-Letter,Not Required,view,,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),"card is titled ""Documents & e-letter"" but renders only a generic document row",shots/en-emp-documents.png
231,Maintain,Employment,compensation Information,Payroll Information,50BIS,Not Required,view,,YES,Documents & e-letter,เอกสารและหนังสือ,MISSING,,"Section ""Documents & e-letter"" is on screen, but this field is not rendered",shots/en-emp-documents.png
232,Maintain,Employment,compensation Information,Payroll Information,Tax Deduction,Not Required,view,,YES,Documents & e-letter,เอกสารและหนังสือ,MISSING,,"Section ""Documents & e-letter"" is on screen, but this field is not rendered",shots/en-emp-documents.png
233,Maintain,Employment,Employment Information,,CurrentJobEffectiveDate,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
234,Maintain,Employment,Employment Information,,Current Corporate Title Effective Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
235,Maintain,Employment,Employment Information,,Current JG Effective Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
236,Maintain,Employment,Employment Information,,Current PG Effective Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
237,Maintain,Employment,Employment Information,,Current Position Effective Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
238,Maintain,Employment,Employment Information,,Current Store Branch Effective Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
239,Maintain,Employment,Employment Information,,Hire Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,FOUND,Hire Date / วันที่เริ่มงาน,,shots/en-emp-employment.png
240,Maintain,Employment,Employment Information,,Original Start Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,FOUND,Original Start Date / วันที่เริ่มงานครั้งแรก,,shots/en-emp-employment.png
241,Maintain,Employment,Employment Information,,Seniority Start Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
242,Maintain,Employment,Employment Information,,Year of service,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,FOUND,อายุงาน (บริษัท),,shots/en-emp-employment.png
243,Maintain,Employment,Employment Information,,Pass Probation Date/Confirm Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
244,Maintain,Employment,Employment Information,,Current Years in Corporate Title,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,FOUND,อายุงานในระดับ,,shots/en-emp-employment.png
245,Maintain,Employment,Employment Information,,Current Years in JG,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,FOUND,อายุงานในสายงาน,,shots/en-emp-employment.png
246,Maintain,Employment,Employment Information,,Current Years in PG,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
247,Maintain,Employment,Employment Information,,Current Years in Position,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,FOUND,อายุงานในตำแหน่ง,,shots/en-emp-employment.png
248,Maintain,Employment,Employment Information,,Current Years in Store Branch,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
249,Maintain,Employment,Employment Information,,Retire­ment Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
250,Maintain,Employment,Employment Information,,CG previous Employee ID,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
251,Maintain,Employment,Employment Information,,DVT previous ID,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
252,Maintain,Employment,Employment Information,,PF service Date,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
253,Maintain,Employment,Employment Information,,Org. Chart,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
254,Maintain,Employment,Job Information,,Failed Probation Date,Not Required,,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
255,Maintain,Employment,Job Information,,probation result,Not Required,,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
256,Maintain,Employment,Job Information,,Additional Information (Termination),,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
257,Maintain,Employment,Job Information,,OK to Rehire,Not Required,view,,YES,Employment information,ข้อมูลการจ้างงาน,MISSING,,"Section ""Employment information"" is on screen, but this field is not rendered",shots/en-emp-employment.png
258,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,Work Schedule,Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
259,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,Holiday Type Condition,Not Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
260,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,O.T. Flag,Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
261,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,Override Standard Weekly Hours,Not Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
262,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,FTE,Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
263,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,Standard Weekly Hours,Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
264,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,Daily Working Hours,Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
265,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,Working Days per Week,Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
266,Hiring,Employment,Time Information (ข้อมูลเวลางาน),,Holiday Calendar,Not Required,view,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
267,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,Document Type,required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
268,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,Country,required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
269,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,Document Number,required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
270,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,Issue Date,required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
271,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,Expiry Date,required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
272,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,Arrival date (VISA),required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
273,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,90 days report (VISA),required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
274,Hiring,Employment,Work Permit Information (ใบอนุญาตทำงาน),,Attachment,Not Required,edit without approval,,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
275,Maintain,Profile,Pending,,Username,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
276,Maintain,Profile,compensation,,Review Name,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
277,Maintain,Profile,compensation,,Review Start,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
278,Maintain,Profile,compensation,,Review End,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
279,Maintain,Profile,compensation,,Job Title,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
280,Maintain,Profile,compensation,,Performance Management Rating,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
281,Maintain,Profile,compensation,,Salary Before Review,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,PARTIAL,(no dedicated label),"masked amount (฿ ••,•••)",shots/en-emp-compensation-history.png
282,Maintain,Profile,compensation,,Merit,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,PARTIAL,(no dedicated label),"row reason text, e.g. ""Merit increase""",shots/en-emp-compensation-history.png
283,Maintain,Profile,compensation,,Salary After Review,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,PARTIAL,(no dedicated label),"masked amount (฿ ••,•••)",shots/en-emp-compensation-history.png
284,Maintain,Profile,compensation,,Compa-Ratio,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
285,Maintain,Profile,compensation,,Total Pay,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
286,Maintain,Profile,compensation,,Bonus,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
287,Maintain,Profile,compensation,,Stock,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
288,Maintain,Profile,compensation,,Option,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
289,Maintain,Profile,compensation,,Grant Date,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
290,Maintain,Profile,compensation,,Lump Sum,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,MISSING,,"Section ""Compensation history"" is on screen, but this field is not rendered",shots/en-emp-compensation-history.png
291,Maintain,Profile,E-Letter,,Year,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),"document row date, e.g. ""2019-05-01""",shots/en-emp-documents.png
292,Maintain,Profile,E-Letter,,Group,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,MISSING,,"Section ""Documents & e-letter"" is on screen, but this field is not rendered",shots/en-emp-documents.png
293,Maintain,Profile,E-Letter,,Attachment,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),"""PDF"" chip on the document row",shots/en-emp-documents.png
294,Maintain,Profile,E-Letter,,More Information,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,MISSING,,"Section ""Documents & e-letter"" is on screen, but this field is not rendered",shots/en-emp-documents.png
295,Maintain,Profile,E-Letter,,Year,Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),"document row date, e.g. ""2019-05-01""",shots/en-emp-documents.png
296,Maintain,Profile,E-Letter,,Group,Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,MISSING,,"Section ""Documents & e-letter"" is on screen, but this field is not rendered",shots/en-emp-documents.png
297,Maintain,Profile,E-Letter,,Attachment,Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,PARTIAL,(no dedicated label),"""PDF"" chip on the document row",shots/en-emp-documents.png
298,Maintain,Profile,E-Letter,,More Information,Not Required,view,edit without approval,YES,Documents & e-letter,เอกสารและหนังสือ,MISSING,,"Section ""Documents & e-letter"" is on screen, but this field is not rendered",shots/en-emp-documents.png
299,Maintain,Profile,Work Experience Within Company,,Company (Current) -> start date,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
300,Maintain,Profile,Work Experience Within Company,,Company (Current) -> end date,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
301,Maintain,Profile,Work Experience Within Company,,Company (Current) -> event,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
302,Maintain,Profile,Work Experience Within Company,,Work Experience Within Company (History) -> startdate,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
303,Maintain,Profile,Work Experience Within Company,,Company (Current) -> end date,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
304,Maintain,Profile,Work Experience Within Company,,Company (Current) -> company,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
305,Maintain,Profile,Salary History,,Start Date,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,FOUND,"""Effective:"" date on each row",,shots/en-emp-compensation-history.png
306,Maintain,Profile,Salary History,,Salary Amount,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,PARTIAL,(no dedicated label),"masked amount (฿ ••,•••)",shots/en-emp-compensation-history.png
307,Maintain,Profile,Salary History,,Changed Amount,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,PARTIAL,(no dedicated label),"masked before/after pair (฿ ••,••• → ฿ ••,•••)",shots/en-emp-compensation-history.png
308,Maintain,Profile,Salary History,,Reason,Not Required,view,edit without approval,YES,Compensation history,ประวัติค่าตอบแทน,PARTIAL,(no dedicated label),"row title text, e.g. ""Merit increase"" — not a labelled field",shots/en-emp-compensation-history.png
309,Maintain,Profile,Previous Employment,,Previous Work History-> startdate,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
310,Maintain,Profile,Previous Employment,,Previous Work History-> enddate,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
311,Maintain,Profile,Previous Employment,,Previous Work History-> Company Name,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
312,Maintain,Profile,Previous Employment,,Type of Business,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
313,Maintain,Profile,Previous Employment,,Function,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
314,Maintain,Profile,Previous Employment,,Position,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
315,Maintain,Profile,Previous Employment,,Additional Information,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
316,Maintain,Profile,Previous Employment,,Present Employer?,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),"summary shows ""– ปัจจุบัน"" for the open-ended row",shots/en-emp-work-experience.png
317,Maintain,Profile,Pending,,Learning History,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
318,Maintain,Profile,Language Skills,,Language,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
319,Maintain,Profile,Language Skills,,Certificate,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
320,Maintain,Profile,Language Skills,,Others,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
321,Maintain,Profile,Language Skills,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
322,Maintain,Profile,Language Skills,,Speaking Proficiency,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
323,Maintain,Profile,Language Skills,,Reading Proficiency,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
324,Maintain,Profile,Language Skills,,Writing Proficiency,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
325,Maintain,Profile,Language Skills,,Listening Proficiency,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
326,Maintain,Profile,Certification/License,,Type Of Certificate,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
327,Maintain,Profile,Certification/License,,Certification/ License,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,PARTIAL,(no dedicated label),card summary line,shots/en-emp-certifications.png
328,Maintain,Profile,Certification/License,,Description,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
329,Maintain,Profile,Certification/License,,Institution,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,PARTIAL,(no dedicated label),card summary line,shots/en-emp-certifications.png
330,Maintain,Profile,Certification/License,,Effective Date,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,PARTIAL,(no dedicated label),year on the summary line,shots/en-emp-certifications.png
331,Maintain,Profile,Certification/License,,Expiration Date,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
332,Maintain,Profile,Certification/License,,Certification/ License Number,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
333,Maintain,Profile,Certification/License,,Name as appears on Certification/License,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
334,Maintain,Profile,Certification/License,,Certification/ License Country,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
335,Maintain,Profile,Certification/License,,Score,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
336,Maintain,Profile,Certification/License,,Attachment,Not Required,edit without approval,edit without approval,YES,Certifications & licenses,ใบรับรอง / ใบอนุญาต,MISSING,,"Section ""Certifications & licenses"" is on screen, but this field is not rendered",shots/en-emp-certifications.png
337,Maintain,Profile,Goodness,,Effective Date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
338,Maintain,Profile,Goodness,,Detail,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
339,Maintain,Profile,Goodness,,Point,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
340,Maintain,Profile,Goodness,,Comment,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
341,Maintain,Profile,Disciplinary,,Start Date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
342,Maintain,Profile,Disciplinary,,Type,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
343,Maintain,Profile,Disciplinary,,Detail,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
344,Maintain,Profile,Disciplinary,,Status,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
345,Maintain,Profile,Disciplinary,,Punishment Detail,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
346,Maintain,Profile,Disciplinary,,Punishment Date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
347,Maintain,Profile,Disciplinary,,Appeal Date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
348,Maintain,Profile,Disciplinary,,Point,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
349,Maintain,Profile,Disciplinary,,Damage Amount,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
350,Maintain,Profile,Disciplinary,,Supervisor,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
351,Maintain,Profile,Disciplinary,,Attachment,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
352,Maintain,Profile,Company Loan,,Start Date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
353,Maintain,Profile,Company Loan,,End Date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
354,Maintain,Profile,Company Loan,,Type of Loan,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
355,Maintain,Profile,Company Loan,,Amount,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
356,Maintain,Profile,Company Loan,,Additional Information,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
357,Maintain,Profile,Scholarship,,Scholarship Award Year,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
358,Maintain,Profile,Scholarship,,Graduation Year,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
359,Maintain,Profile,Scholarship,,Scholarship Start Year,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
360,Maintain,Profile,Scholarship,,Scholarship End Year,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
361,Maintain,Profile,Scholarship,,Attachment,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
362,Maintain,Profile,Scholarship,,Remarks,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
363,Maintain,Profile,Guarantee,,Guarantee,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
364,Maintain,Profile,Guarantee,,Effective date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
365,Maintain,Profile,Guarantee,,Guarantor (Person name or Company name),Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
366,Maintain,Profile,Guarantee,,Warranty Amount,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
367,Maintain,Profile,Guarantee,,Contact No.,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
368,Maintain,Profile,Guarantee,,End Date,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
369,Maintain,Profile,Pending,Pending,Obligation(EBO),Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
370,Maintain,Profile,Company Asset,,Receiving date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
371,Maintain,Profile,Company Asset,,Receiving status,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
372,Maintain,Profile,Company Asset,,Volume,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
